EI,EL,assocID,chemicalsIncludedInEvidence,diseaseClasses_DO,diseaseClasses_HPO,diseaseClasses_MSH,diseaseClasses_UMLS_ST,diseaseName,diseaseType,diseaseUMLSCUI,diseaseVocabularies,geneDPI,geneDSI,geneEnsemblIDs,geneNcbiID,geneNcbiType,geneProteinClassIDs,geneProteinClassNames,geneProteinStrIDs,genepLI,numCTsupportingAssociation,numPMIDs,numberPmidsWithChemsIncludedInEvidenceBySource,score,symbolOfGene,yearFinal,yearInitial,"EI	""EL""	""assocID""	""chemicalsIncludedInEvidence""	""diseaseClasses_DO""	""diseaseClasses_HPO""	""diseaseClasses_MSH""	""diseaseClasses_UMLS_ST""	""diseaseName""	""diseaseType""	""diseaseUMLSCUI""	""diseaseVocabularies""	""geneDPI""	""geneDSI""	""geneEnsemblIDs""	""geneNcbiID""	""geneNcbiType""	""geneProteinClassIDs""	""geneProteinClassNames""	""geneProteinStrIDs""	""genepLI""	""numCTsupportingAssociation""	""numPMIDs""	""numberPmidsWithChemsIncludedInEvidenceBySource""	""score""	""symbolOfGene""	""yearFinal""	""yearInitial"""
1.0,,45701900.0,,"[genetic disease (630), disease of anatomical entity (7)]",[],[Nervous System Diseases (C10)],[Disease or Syndrome (T047)],PARK6,disease,C1853833,"[OMIM_605909, MESH_C565276, OMIM_608309, OMIM_602533, NCI_C184990, DO_0060369, MONDO_0011613, UMLS_C1853833]",0.913,0.471,[ENSG00000158828],65018.0,protein-coding,[DTO_03300101],[Kinase],[Q9BXM7],2.9906999999999997e-21,0.0,101.0,"[NumberPmidsChemicalsInSummaryBySourceDTO(source=ALL, numPmids=5), NumberPmidsChemicalsInSummaryBySourceDTO(source=CURATED, numPmids=4), NumberPmidsChemicalsInSummaryBySourceDTO(source=INFERRED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=PSYGENET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=ORPHANET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINGEN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=UNIPROT, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=HPO, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=GWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINVAR, numPmids=2), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=PHEWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_MOUSE, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_HUMAN, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_RAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINICALTRIALS, numPmids=0)]",0.95,PINK1,2021.0,1976.0,
1.0,,30341400.0,,"[disease of metabolism (0014667), genetic disease (630)]",[],"[Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Nutritional and Metabolic Diseases (C18), Nervous System Diseases (C10)]",[Disease or Syndrome (T047)],"GAUCHER DISEASE, TYPE II",disease,C0268250,"[OMIM_230900, MESH_D005776, OMIM_606463, DO_0110958, DO_1926, ORDO_355, ORDO_77260, MONDO_0009266, MONDO_0018150, UMLS_C0268250]",0.913,0.432,[ENSG00000177628],2629.0,protein-coding,[],[],"[B7Z6S9, A0A068F658, P04062]",9.8755e-05,0.0,76.0,"[NumberPmidsChemicalsInSummaryBySourceDTO(source=ALL, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=CURATED, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=INFERRED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=PSYGENET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=ORPHANET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINGEN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=UNIPROT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=HPO, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=GWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINVAR, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=PHEWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_MOUSE, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_RAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINICALTRIALS, numPmids=0)]",0.95,GBA1,2020.0,1987.0,
0.9583333333333334,,30220817.0,,[],[Abnormality of the nervous system (00707)],[Nervous System Diseases (C10)],[Disease or Syndrome (T047)],Parkinsonism,disease,C0242422,"[MESH_D020734, NCI_C116922, HPO_HP:0001300, MONDO_0021095, UMLS_C0242422]",0.913,0.432,[ENSG00000177628],2629.0,protein-coding,[],[],"[B7Z6S9, A0A068F658, P04062]",9.8755e-05,0.0,1.0,"[NumberPmidsChemicalsInSummaryBySourceDTO(source=ALL, numPmids=6), NumberPmidsChemicalsInSummaryBySourceDTO(source=CURATED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=INFERRED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=PSYGENET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=ORPHANET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINGEN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=UNIPROT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=HPO, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=GWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINVAR, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_HUMAN, numPmids=6), NumberPmidsChemicalsInSummaryBySourceDTO(source=PHEWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_MOUSE, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_RAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINICALTRIALS, numPmids=0)]",0.9000000000000001,GBA1,2015.0,2015.0,
0.9620253164556962,,15250965.0,,[],[],"[Pathological Conditions, Signs and Symptoms (C23)]",[Pathologic Function (T046)],Inflammations,phenotype,C0021368,"[MESH_D007249, NCI_C3137, UMLS_C0021368]",0.957,0.324,[ENSG00000176697],627.0,protein-coding,[DTO_05007599],[Signaling],"[A0A0E3SU01, P23560]",0.99974,9.0,1.0,"[NumberPmidsChemicalsInSummaryBySourceDTO(source=ALL, numPmids=10), NumberPmidsChemicalsInSummaryBySourceDTO(source=CURATED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=INFERRED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=PSYGENET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=ORPHANET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINGEN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=UNIPROT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=HPO, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=GWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINVAR, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_HUMAN, numPmids=7), NumberPmidsChemicalsInSummaryBySourceDTO(source=PHEWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_MODELS, numPmids=3), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_MOUSE, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_RAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINICALTRIALS, numPmids=0)]",0.9,BDNF,2010.0,2010.0,
0.8444444444444444,,20197147.0,,[disease of mental health (150)],[],[Mental Disorders (F03)],[Mental or Behavioral Dysfunction (T048)],"Disorders, Obsessive-Compulsive",disease,C0028768,"[MESH_D009771, ICD10_F42, ICD10_F42.9, ICD9CM_300.3, OMIM_164230, NCI_C88411, DO_10933, MONDO_0008114, EFO_0004242, UMLS_C0028768]",0.957,0.324,[ENSG00000176697],627.0,protein-coding,[DTO_05007599],[Signaling],"[A0A0E3SU01, P23560]",0.99974,4.0,0.0,"[NumberPmidsChemicalsInSummaryBySourceDTO(source=ALL, numPmids=6), NumberPmidsChemicalsInSummaryBySourceDTO(source=CURATED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=INFERRED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=PSYGENET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=ORPHANET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINGEN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=UNIPROT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=HPO, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=GWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINVAR, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_HUMAN, numPmids=4), NumberPmidsChemicalsInSummaryBySourceDTO(source=PHEWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_MODELS, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_MOUSE, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_RAT, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINICALTRIALS, numPmids=0)]",0.9,BDNF,,,
0.9202127659574468,,30001827.0,,[],[Abnormality of the nervous system (00707)],"[Behavior and Behavior Mechanisms (F01), Pathological Conditions, Signs and Symptoms (C23), Nervous System Diseases (C10)]",[Mental or Behavioral Dysfunction (T048)],Memory impairment,disease,C0233794,"[MESH_D008569, NCI_C78444, HPO_HP:0002354, EFO_0001072, UMLS_C0233794]",0.957,0.351,[ENSG00000186868],4137.0,protein-coding,[],[],"[P10636, B3KTM0]",2.127e-05,0.0,0.0,"[NumberPmidsChemicalsInSummaryBySourceDTO(source=ALL, numPmids=16), NumberPmidsChemicalsInSummaryBySourceDTO(source=CURATED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=INFERRED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=PSYGENET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=ORPHANET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINGEN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=UNIPROT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=HPO, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=GWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINVAR, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_HUMAN, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=PHEWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_MODELS, numPmids=15), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_MOUSE, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_RAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINICALTRIALS, numPmids=0)]",0.9,MAPT,,,
0.9230769230769232,,15024238.0,,[disease of mental health (150)],[],"[Mental Disorders (F03), Chemically-Induced Disorders (C25)]",[Mental or Behavioral Dysfunction (T048)],Heroin Dependence,disease,C0019337,"[MESH_D006556, HPO_HP:0033517, NCI_C34694, DO_9976, MONDO_0005367, EFO_0004240, UMLS_C0019337]",0.957,0.324,[ENSG00000176697],627.0,protein-coding,[DTO_05007599],[Signaling],"[A0A0E3SU01, P23560]",0.99974,1.0,1.0,"[NumberPmidsChemicalsInSummaryBySourceDTO(source=ALL, numPmids=2), NumberPmidsChemicalsInSummaryBySourceDTO(source=CURATED, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=INFERRED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=PSYGENET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=ORPHANET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINGEN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=UNIPROT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=HPO, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=GWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINVAR, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=PHEWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_MODELS, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_MOUSE, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_HUMAN, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_RAT, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINICALTRIALS, numPmids=0)]",0.9,BDNF,2007.0,2007.0,
0.8461538461538461,,10321409.0,,[disease of anatomical entity (7)],"[Abnormality of the integument (01574), Abnormality of the immune system (02715)]","[Immune System Diseases (C20), Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16), Skin and Connective Tissue Diseases (C17)]",[Disease or Syndrome (T047)],Atopic Eczema,disease,C0011615,"[MESH_D003876, ICD10_L20, ICD10_L20.9, OMIM_603165, HPO_HP:0001047, DO_3310, MONDO_0011292, MONDO_0004980, EFO_0000274, UMLS_C0011615]",0.957,0.324,[ENSG00000176697],627.0,protein-coding,[DTO_05007599],[Signaling],"[P23560, A0A0E3SU01]",0.99974,1.0,0.0,[],0.9,BDNF,,,
0.9117647058823528,,35432726.0,,[],[Abnormality of the nervous system (00707)],"[Nervous System Diseases (C10), Mental Disorders (F03)]",[Mental or Behavioral Dysfunction (T048)],Dementia,disease,C0497327,"[MESH_D003704, ICD10_F03, ICD9CM_294.2, HPO_HP:0000726, NCI_C4786, ICD9CM_290, MONDO_0001627, UMLS_C0497327]",0.913,0.432,[ENSG00000177628],2629.0,protein-coding,[],[],"[P04062, A0A068F658, B7Z6S9]",9.8755e-05,2.0,2.0,[],0.9,GBA1,2020.0,2014.0,
0.9213483146067416,,20772523.0,,[disease of mental health (150)],[],[Mental Disorders (F03)],[Mental or Behavioral Dysfunction (T048)],Post-traumatic stress disorder,disease,C0038436,"[ICD10_F43.1, MESH_D013313, ICD9CM_309.81, NCI_C3389, HPO_HP:0033676, DO_2055, MONDO_0005146, EFO_0001358, UMLS_C0038436]",0.957,0.324,[ENSG00000176697],627.0,protein-coding,[DTO_05007599],[Signaling],"[A0A0E3SU01, P23560]",0.99974,10.0,0.0,"[NumberPmidsChemicalsInSummaryBySourceDTO(source=ALL, numPmids=3), NumberPmidsChemicalsInSummaryBySourceDTO(source=CURATED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=INFERRED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=PSYGENET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=ORPHANET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINGEN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=UNIPROT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=HPO, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=GWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINVAR, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_HUMAN, numPmids=2), NumberPmidsChemicalsInSummaryBySourceDTO(source=PHEWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_MODELS, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_MOUSE, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_RAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINICALTRIALS, numPmids=0)]",0.9,BDNF,,,
0.9125,,10725693.0,,[disease of anatomical entity (7)],[Abnormality of the nervous system (00707)],[Nervous System Diseases (C10)],[Disease or Syndrome (T047)],Epilepsies,disease,C0014544,"[MESH_D004827, ICD10_G40, ICD10_G40.9, NCI_C3020, HPO_HP:0001250, ICD9CM_345.9, DO_1826, MONDO_0005027, EFO_0000474, UMLS_C0014544]",0.957,0.324,[ENSG00000176697],627.0,protein-coding,[DTO_05007599],[Signaling],"[P23560, A0A0E3SU01]",0.99974,4.0,1.0,"[NumberPmidsChemicalsInSummaryBySourceDTO(source=ALL, numPmids=7), NumberPmidsChemicalsInSummaryBySourceDTO(source=CURATED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=INFERRED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=PSYGENET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=ORPHANET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINGEN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=UNIPROT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=HPO, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=GWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINVAR, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_HUMAN, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=PHEWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_MODELS, numPmids=6), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_MOUSE, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_RAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINICALTRIALS, numPmids=0)]",0.9,BDNF,2004.0,2004.0,
0.9111111111111112,,30370894.0,,[],[],[Nervous System Diseases (C10)],[Injury or Poisoning (T037)],Brain Injuries,disease,C0270611,"[MESH_D001930, NCI_C50440, DO_936, MONDO_0043510, UMLS_C0270611]",0.957,0.324,[ENSG00000176697],627.0,protein-coding,[DTO_05007599],[Signaling],"[A0A0E3SU01, P23560]",0.99974,8.0,2.0,"[NumberPmidsChemicalsInSummaryBySourceDTO(source=ALL, numPmids=4), NumberPmidsChemicalsInSummaryBySourceDTO(source=CURATED, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=INFERRED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=PSYGENET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=ORPHANET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINGEN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=UNIPROT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=HPO, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=GWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINVAR, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_HUMAN, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=PHEWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_MODELS, numPmids=2), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_MOUSE, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_HUMAN, numPmids=1), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_RAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINICALTRIALS, numPmids=0)]",0.9,BDNF,2011.0,2004.0,
0.9310344827586208,,5304280.0,,[disease of anatomical entity (7)],"[Abnormality of the immune system (02715), Abnormality of the respiratory system (02086)]","[Respiratory Tract Diseases (C08), Immune System Diseases (C20)]",[Disease or Syndrome (T047)],Asthma,disease,C0004096,"[ICD10_J45, MESH_D001249, ICD10_J45.9, HPO_HP:0002099, NCI_C28397, ICD9CM_493, ICD9CM_493.9, DO_2841, DO_9360, DO_9415, MONDO_0004979, UMLS_C0004096]",0.957,0.324,[ENSG00000176697],627.0,protein-coding,[DTO_05007599],[Signaling],"[A0A0E3SU01, P23560]",0.99974,1.0,0.0,"[NumberPmidsChemicalsInSummaryBySourceDTO(source=ALL, numPmids=2), NumberPmidsChemicalsInSummaryBySourceDTO(source=CURATED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=INFERRED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=PSYGENET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=ORPHANET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINGEN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=UNIPROT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=HPO, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=GWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINVAR, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_HUMAN, numPmids=2), NumberPmidsChemicalsInSummaryBySourceDTO(source=PHEWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_MOUSE, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_RAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINICALTRIALS, numPmids=0)]",0.9,BDNF,,,
0.9366754617414248,,30016250.0,,[],[Abnormality of the nervous system (00707)],[Mental Disorders (F03)],[Mental or Behavioral Dysfunction (T048)],Progressive cognitive decline,disease,C0234985,"[HPO_HP:0001268, MESH_D060825, UMLS_C0234985]",0.957,0.351,[ENSG00000186868],4137.0,protein-coding,[],[],"[P10636, B3KTM0]",2.127e-05,0.0,0.0,"[NumberPmidsChemicalsInSummaryBySourceDTO(source=ALL, numPmids=13), NumberPmidsChemicalsInSummaryBySourceDTO(source=CURATED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=INFERRED, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MODELS, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=PSYGENET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=ORPHANET, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINGEN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=UNIPROT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=HPO, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=GWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINVAR, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_HUMAN, numPmids=6), NumberPmidsChemicalsInSummaryBySourceDTO(source=PHEWASCAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=TEXTMINING_MODELS, numPmids=7), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=MGD_MOUSE, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_HUMAN, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=RGD_RAT, numPmids=0), NumberPmidsChemicalsInSummaryBySourceDTO(source=CLINICALTRIALS, numPmids=0)]",0.9,MAPT,,,
